posicion,sufijo,descripcion
6205.90.10.291,NA01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6205.90.10.291,NA02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.10.291,NA03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.10.291,NA04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6205.90.10.291,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6205.90.10.299,NA01,DE LANA
6205.90.10.299,NB01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6205.90.10.299,NB02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.10.299,NB03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.10.299,NB04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6205.90.10.299,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6205.90.90.110,NA01,DE SEDA.
6205.90.90.110,NA02,DE LINO.
6205.90.90.110,NA03,DE RAMIO.
6205.90.90.110,NB01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON LANA O PELO FINO.
6205.90.90.110,NB02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ALGODï¿½N.
6205.90.90.110,NB03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6205.90.90.110,NB04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.90.110,NB05,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.90.110,NB06,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6205.90.90.190,NA01,DE SEDA.
6205.90.90.190,NA02,DE LINO.
6205.90.90.190,NA03,DE RAMIO.
6205.90.90.190,NB01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON LANA O PELO FINO.
6205.90.90.190,NB02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ALGODï¿½N.
6205.90.90.190,NB03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6205.90.90.190,NB04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.90.190,NB05,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.90.190,NB06,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6205.90.90.210,NA01,DE SEDA.
6205.90.90.210,NA02,DE LINO.
6205.90.90.210,NA03,DE RAMIO.
6205.90.90.210,NB01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON LANA O PELO FINO.
6205.90.90.210,NB02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ALGODï¿½N.
6205.90.90.210,NB03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6205.90.90.210,NB04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.90.210,NB05,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.90.210,NB06,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6205.90.90.290,NA01,DE SEDA.
6205.90.90.290,NA02,DE LINO.
6205.90.90.290,NA03,DE RAMIO.
6205.90.90.290,NB01,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON LANA O PELO FINO.
6205.90.90.290,NB02,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ALGODï¿½N.
6205.90.90.290,NB03,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6205.90.90.290,NB04,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON POLIESTER.
6205.90.90.290,NB05,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON ACRILICO.
6205.90.90.290,NB06,MEZCLADOS EXCLUSIVAMENTE O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.10.00.110,NA01,DE DESPERDICIOS DE SEDA.
6206.10.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.10.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.10.00.110,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.10.00.110,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.10.00.110,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.10.00.110,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.10.00.190,NA01,DE DESPERDICIOS DE SEDA.
6206.10.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.10.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.10.00.190,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.10.00.190,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.10.00.190,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.10.00.190,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.10.00.210,NA01,DE DESPERDICIOS DE SEDA.
6206.10.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.10.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.10.00.210,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.10.00.210,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.10.00.210,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.10.00.210,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.10.00.290,NA01,DE DESPERDICIOS DE SEDA.
6206.10.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.10.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.10.00.290,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.10.00.290,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.10.00.290,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.10.00.290,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.20.00.110,NA01,DE LANA.
6206.20.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.20.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.20.00.110,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.20.00.110,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.20.00.110,NC01,DE DENSIDAD SUPERIOR A 72 HILOS POR cm2.
6206.20.00.190,NA01,DE LANA.
6206.20.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.20.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.20.00.190,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.20.00.190,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.20.00.190,NC01,DE DENSIDAD SUPERIOR A 72 HILOS POR cm2.
6206.20.00.210,NA01,DE LANA.
6206.20.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.20.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.20.00.210,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.20.00.210,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.20.00.210,NC01,DE DENSIDAD SUPERIOR A 72 HILOS POR cm2.
6206.20.00.290,NA01,DE LANA.
6206.20.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.20.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.20.00.290,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.20.00.290,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.20.00.290,NC01,DE DENSIDAD SUPERIOR A 72 HILOS POR cm2.
6206.30.00.111,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.111,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.111,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.111,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.111,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.119,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.119,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.119,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.119,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.119,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.191,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.191,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.191,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.191,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.191,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.199,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.199,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.199,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.199,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.199,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.211,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.211,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.211,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.211,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.211,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.219,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.219,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.219,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.219,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.219,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.291,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.291,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.291,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.291,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.291,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.30.00.299,NA01,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMï¿½S POLIAMIDAS.
6206.30.00.299,NA02,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.30.00.299,NA03,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ACRILICAS.
6206.30.00.299,NA04,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.30.00.299,NB01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.40.00.110,NA01,DE NAILON O DEMAS POLIAMIDAS.
6206.40.00.110,NA02,DE POLIESTER.
6206.40.00.110,NA03,DE ACRILICO.
6206.40.00.110,NA04,DE RAYON VISCOSA.
6206.40.00.110,NA05,DE RAYON ACETATO.
6206.40.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.40.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.40.00.110,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.40.00.110,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.40.00.110,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.40.00.110,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.40.00.110,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.40.00.190,NA01,DE NAILON O DEMAS POLIAMIDAS.
6206.40.00.190,NA02,DE POLIESTER.
6206.40.00.190,NA03,DE ACRILICO.
6206.40.00.190,NA04,DE RAYON VISCOSA.
6206.40.00.190,NA05,DE RAYON ACETATO.
6206.40.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.40.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.40.00.190,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.40.00.190,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.40.00.190,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.40.00.190,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.40.00.190,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.40.00.210,NA01,DE NAILON O DEMAS POLIAMIDAS.
6206.40.00.210,NA02,DE POLIESTER.
6206.40.00.210,NA03,DE ACRILICO.
6206.40.00.210,NA04,DE RAYON VISCOSA.
6206.40.00.210,NA05,DE RAYON ACETATO.
6206.40.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.40.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.40.00.210,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.40.00.210,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.40.00.210,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.40.00.210,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.40.00.210,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.40.00.290,NA01,DE NAILON O DEMAS POLIAMIDAS.
6206.40.00.290,NA02,DE POLIESTER.
6206.40.00.290,NA03,DE ACRILICO.
6206.40.00.290,NA04,DE RAYON VISCOSA.
6206.40.00.290,NA05,DE RAYON ACETATO.
6206.40.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.40.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.40.00.290,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.40.00.290,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.40.00.290,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.40.00.290,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.40.00.290,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.90.00.110,NA01,DE LINO.
6206.90.00.110,NA02,DE RAMIO.
6206.90.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.90.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.90.00.110,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.90.00.110,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.90.00.110,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.90.00.110,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.90.00.110,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.90.00.190,NA01,DE LINO.
6206.90.00.190,NA02,DE RAMIO.
6206.90.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.90.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.90.00.190,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.90.00.190,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.90.00.190,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.90.00.190,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.90.00.190,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.90.00.210,NA01,DE LINO.
6206.90.00.210,NA02,DE RAMIO.
6206.90.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.90.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.90.00.210,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.90.00.210,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.90.00.210,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.90.00.210,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.90.00.210,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6206.90.00.290,NA01,DE LINO.
6206.90.00.290,NA02,DE RAMIO.
6206.90.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO.
6206.90.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6206.90.00.290,NB03,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON NAILON O DEMAS POLIAMIDAS.
6206.90.00.290,NB04,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6206.90.00.290,NB05,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ACRILICO.
6206.90.00.290,NB06,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6206.90.00.290,NC01,DE DENSIDAD INFERIOR O IGUAL A 72 HILOS POR cm2.
6207.19.00.100,NA01,DE SEDA.
6207.19.00.100,NA02,DE FIBRAS SINTETICAS.
6207.19.00.100,NA03,DE FIBRAS ARTIFICIALES.
6207.19.00.200,NA01,DE SEDA.
6207.19.00.200,NA02,DE FIBRAS SINTETICAS.
6207.19.00.200,NA03,DE FIBRAS ARTIFICIALES.
6207.22.00.110,NA01,DE NAILON O DEMAS POLIAMIDAS.
6207.22.00.110,NA02,DE POLIESTER.
6207.22.00.110,NA03,DE RAYON ACETATO.
6207.22.00.190,NA01,DE NAILON O DEMAS POLIAMIDAS.
6207.22.00.190,NA02,DE POLIESTER.
6207.22.00.190,NA03,DE RAYON ACETATO.
6207.22.00.210,NA01,DE NAILON O DEMAS POLIAMIDAS.
6207.22.00.210,NA02,DE POLIESTER.
6207.22.00.210,NA03,DE RAYON ACETATO.
6207.22.00.290,NA01,DE NAILON O DEMAS POLIAMIDAS.
6207.22.00.290,NA02,DE POLIESTER.
6207.22.00.290,NA03,DE RAYON ACETATO.
6207.29.00.190,NA01,DE SEDA.
6207.29.00.210,NA01,DE SEDA.
6207.29.00.290,NA01,DE SEDA.
6207.99.10.100,NA01,DE NAILON O DEMï¿½S POLIAMIDAS.
6207.99.10.100,NA02,DE POLIESTER.
6207.99.10.100,NA03,DE RAYON VISCOSA.
6207.99.10.100,NA04,DE RAYON ACETATO.
6207.99.10.900,NA01,DE NAILON O DEMï¿½S POLIAMIDAS.
6207.99.10.900,NA02,DE POLIESTER.
6207.99.10.900,NA03,DE RAYON VISCOSA.
6207.99.10.900,NA04,DE RAYON ACETATO.
6207.99.90.100,NA01,DE SEDA.
6207.99.90.100,NA02,DE LINO.
6207.99.90.100,NA03,DE RAMIO.
6207.99.90.900,NA01,DE SEDA.
6207.99.90.900,NA02,DE LINO.
6207.99.90.900,NA03,DE RAMIO.
6208.11.00.000,NA01,DE POLIESTER.
6208.11.00.000,NA02,DE RAYON VISCOSA.
6208.11.00.000,NA03,DE NAILON.
6208.11.00.000,NA04,DE NAILON O DEMAS POLIAMIDAS.
6208.11.00.000,NB01,ENAGUAS.
6208.19.00.000,NA01,DE SEDA.
6208.19.00.000,NA02,DE LINO.
6208.19.00.000,NA03,DE ALGODON.
6208.19.00.000,NB01,ENAGUAS.
6208.21.00.110,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.21.00.110,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.21.00.190,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.21.00.190,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.21.00.210,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.21.00.210,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.21.00.290,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.21.00.290,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.22.00.110,NA01,DE POLIESTER.
6208.22.00.110,NA02,DE RAYON.
6208.22.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6208.22.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.22.00.190,NA01,DE POLIESTER.
6208.22.00.190,NA02,DE RAYON.
6208.22.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6208.22.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.22.00.210,NA01,DE POLIESTER.
6208.22.00.210,NA02,DE RAYON.
6208.22.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6208.22.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.22.00.290,NA01,DE POLIESTER.
6208.22.00.290,NA02,DE RAYON.
6208.22.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON ALGODON.
6208.22.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.29.00.110,NA01,DE SEDA.
6208.29.00.110,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.29.00.110,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.29.00.190,NA01,DE SEDA.
6208.29.00.190,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.29.00.190,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.29.00.210,NA01,DE SEDA.
6208.29.00.210,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.29.00.210,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.29.00.290,NA01,DE SEDA.
6208.29.00.290,NB01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.29.00.290,NB02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES.
6208.91.00.100,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.91.00.100,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.91.00.100,NB01,RELLENO CON GUATA.
6208.91.00.900,NA01,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON POLIESTER.
6208.91.00.900,NA02,MEZCLADA EXCLUSIVA O PRINCIPALMENTE CON RAYON VISCOSA.
6208.91.00.900,NB01,RELLENO CON GUATA.
