codigo,descripcion
8517.14.90.100H,"Terminales de sistema troncalizado (<trunking>)  fijas,  sin fuente propia de energia"
8517.14.90.200N,Terminales de sistema troncalizado (<trunking>) portatiles
8517.14.90.900B,Los demas
8517.18,--Los demas
8517.18.30.000R,Sin combinar con otros aparatos
8517.18.90.000A,Los demas
8517.6,"-Los dem�s aparatos para emisi�n, transmisi�n o  recepci�n de voz, imagen u otros datos, incluidos  los de comunicaci�n en red con o sin cable (tales  como redes locales (LAN) o extendidas (WAN)):"
8517.61,--Estaciones base
8517.61.30.000D,De telefon?a celular
8517.61.4,De telecomunicaciones por sat�lite
8517.61.41.000W,Principal terrestre fija sin conjunto     antena-reflector
8517.61.42.000D,"VSAT (?Very Small Aperture Terminal?), sin     conjunto antena reflector"
8517.61.43.000L,"Digitales, operando en banda C, Ku, L o S"
8517.61.49.000G,Las dem?s
8517.61.9,Las dem�s
8517.61.91.000V,"Num?ricas (digitales) de frecuencia superior o     igual a 15 GHz pero inferior o igual a 23 GHz,     y tasa de transmisi?n inferior o igual 8     Mbits/s"
8517.61.92.000C,Num?ricas (digitales) de frecuencia superior a     23 GHz
8517.61.99.000F,Las dem?s
8517.62,"--Aparatos para la recepcion, conversion, emision y transmision o regeneracion de voz, imagen u otros datos, incluidos los de conmutacion y encaminamiento (<switching and routing apparatus>)"
8517.62.1,Concentradores de lineas de abonados (terminal de central o terminal remota) y multiplexadores
8517.62.14.000B,Concentradores de l?neas de abonados (terminal     de central o terminal remota)
8517.62.15.000J,Multiplexadores
8517.62.2,Aparatos para conmutacion de lineas telefonicas
8517.62.21.000N,"Centrales automaticas publicas, incluidas las de transito"
8517.62.29.000Z,Los demas
8517.62.3,Los dem�s aparatos de conmutaci�n
8517.62.34.000W,Aparatos para conmutacion de paquetes de datos (<switches>)
8517.62.39.000J,Los dem?s
8517.62.4,Ruteadores digitales en redes con o sin cable
8517.62.41,Con capacidad de conexi�n inal�mbrica
8517.62.41.100N,Con menos de 10 puertos de conexi?n
8517.62.41.900G,Los dem?s
8517.62.49,Los dem�s
8517.62.49.100Z,Con menos de 10 puertos de conexi?n
8517.62.49.900T,Los dem?s
8517.62.5,"Los demas aparatos para la recepcion, transmision o regeneracion de voz, imagen u otros datos, en redes con cable"
8517.62.51.000T,Terminales o repetidores sobre l?neas     met?licas
8517.62.52.000A,"Terminales o repetidores sobre l?neas de     fibras ?pticas, con velocidad de transmisi?n     superior a 2,5 Gbits/s"
8517.62.53.000H,"Terminales de textos que operen con codigo de transmision Baudot, provista de teclado alfanumerico y pantalla (<display>), incluso con telefono incorporado"
8517.62.54,Distribuidores de conexiones para redes (<hubs>)
8517.62.54.100W,Con menos de 10 puertos de conexi?n
8517.62.54.900P,Los dem?s
8517.62.55,Moduladores-demoduladores de se�ales     (�modems�)
8517.62.55.100D,Unidades externas con fuente de alimentaci?n       con conexi?n a la red el?ctrica
8517.62.55.900X,Los dem?s
8517.62.56.000F,Intercomunicadores
8517.62.59.000D,Los dem?s
8517.62.6,Aparatos emisores con receptor incorporado de tecnologia celular o por satelite
8517.62.62.000K,De tecnolog?a celular
8517.62.64.000A,"Por satelite, digitales, operando en banda C, Ku, L o S"
8517.62.65.000H,"Los demas, por satelite"
8517.62.7,"Los dem�s aparatos emisores con receptor    incorporado, num�ricos (digitales)"
8517.62.72,"De frecuencia inferior a 15 GHz y tasa de transmision inferior o igual a 34 Mbit/s, excepto los intercomunicadores"
8517.62.72.100A,"De tasa de transmisi?n inferior o igual a 8       Mbit/s, de frecuencia superior o igual a       1.800 MHz pero inferior o igual a 1.900 MHz"
8517.62.72.900U,Los dem?s
8517.62.73.000C,Intercomunicadores
8517.62.77.000H,Los dem?s de frecuencia inferior a 15 GHz
8517.62.78.000Q,"De frecuencia superior o igual a 15 GHz, pero inferior o igual a 23 GHz, y tasa de transmision inferior o igual a 8 Mbit/s"
8517.62.79.000Y,Los dem?s
8517.62.9,Los dem�s
8517.62.91.000G,Aparatos emisores
8517.62.94.000E,Traductores (conversores) de protocolos para     interconexi?n de redes (?gateways?)
8517.62.96.000V,"Los dem?s, anal?gicos"
8517.62.99,Los dem�s
8517.62.99.100Y,Encriptadores
8517.62.99.900R,Los dem?s
8517.69.00.000V,--Los demas
8517.7,-Partes:
8517.71,--Antenas y reflectores de antena de cualquier tipo; partes identificables para ser utilizadas con dichos articulos
8517.71.10.000Y,Antenas para telefonos celulares portatiles
8517.71.90.000B,Las demas
8517.79.00,--Las demas
8517.79.00.100P,Circuitos impresos com componentes electricos o electronicos montados
8517.79.00.900H,--Las demas
85.18,"MICROFONOS Y SUS SOPORTES; ALTAVOCES (ALTOPARLANTES), INCLUSO MONTADOS EN SUS CAJAS; AURICULARES, INCLUIDOS LOS DE CASCO, ESTEN O NO COMBINADOS CON MICROFONO, Y JUEGOS O CONJUNTOS CONSTITUIDOS POR UN MICROFONO Y UNO O VARIOS ALTAVOCES (ALTOPARLANTES); AMPLIFICADORES ELECTRICOS DE AUDIOFRECUENCIA; EQUIPOS ELECTRICOS PARA AMPLIFICACION DE SONIDO."
8518.10,-Micr�fonos y sus soportes
8518.10.10.000V,Piezoel?ctricos aptos para aparatos telef?nicos
8518.10.90.000Y,Los dem?s
8518.2,"-Altavoces (altoparlantes), incluso montados en  sus cajas:"
8518.21.00,--Un altavoz (altoparlante) montado en su caja
8518.21.00.100R,"Varias cajas, incluso con amplificador de       audiofrecuencia, de los tipos denominados       ""Home Theatre"""
8518.21.00.900K,Los dem?s
8518.22.00,--Varios altavoces (altoparlantes) montados   en una misma caja
8518.22.00.100D,"Varias cajas, incluso con amplificador de       audiofrecuencia, de los tipos denominados       ""Home Theatre"""
8518.22.00.900X,Los dem?s
8518.29,--Los demas
8518.29.10.000R,Piezoel?ctricos aptos para aparatos telef?nicos
8518.29.90,Los dem�s
8518.29.90.100A,De los tipos utilizados en veh?culos       autom?viles
8518.29.90.900U,Los dem?s
8518.30.00,"-Auriculares, incluidos los de casco, esten o no combinados con microfono, y juegos o conjuntos constituidos por un microfono y uno o varios altavoces (altoparlantes)"
8518.30.00.100U,Auriculares
8518.30.00.900M,Los dem�s
8518.40.00.000C,-Amplificadores el?ctricos de audiofrecuencia
8518.50.00,-Equipos el�ctricos para amplificaci�n de sonido
8518.50.00.100X,Para instrumentos musicales
8518.50.00.900Q,Los dem?s
8518.90,-Partes
8518.90.10.000H,De altavoces
8518.90.90.000L,Las dem?s
85.19,APARATOS DE GRABACI�N DE SONIDO; APARATOS DE REPRODUCCI�N DE SONIDO; APARATOS DE GRABACI�N Y REPRODUCCI�N DE SONIDO.
8519.20.00,"-Aparatos activados con monedas, billetes,  tarjetas, fichas o cualquier otro medio de pago"
8519.20.00.100Y,Tocadiscos
8519.20.00.900R,Los dem?s
8519.30.00.000G,-Giradiscos
8519.8,-Los dem�s aparatos:
8519.81,"--Que utilizan un soporte magnetico, �ptico o   semiconductor:"
8519.81.10,Con sistema de lectura �ptica por l�ser     (lectores de discos compactos)
8519.81.10.100E,De los tipos utilizados en veh?culos       autom?viles (cambiadores para ser conectados       a equipos de autorradio)
8519.81.10.2,Capaces de reproducir formato MP3
8519.81.10.210N,De los tipos denominados de bolsillo
8519.81.10.290P,Los dem?s
8519.81.10.9,Los dem�s
8519.81.10.910B,De los tipos denominados de bolsillo
8519.81.10.990C,Los dem?s
8519.81.20.000J,Grabadores de sonido de cabina de aeronaves
8519.81.90,Los demas
8519.81.90.100H,Productos alcanzados por la Res. 163/2005 SCT
8519.81.90.900B,Los demas.
8519.89.00,--Los dem�s
8519.89.00.100Q,Tocadiscos
8519.89.00.900J,Los dem?s
85.21,"APARATOS DE GRABACI�N O REPRODUCCI�N DE IMAGEN Y SONIDO (V�DEOS), INCLUSO CON RECEPTOR DE SE�ALES DE IMAGEN Y SONIDO INCORPORADO."
8521.10,-De cinta magn�tica
8521.10.10.000L,"Grabador-reproductor, sin sintonizador"
8521.10.8,"Los dem�s, para cintas de anchura inferior     a 19,05 mm (3/4"")"
8521.10.81.000M,"En casetes, de anchura de cinta igual a     12,65 mm (1/2"")"
8521.10.89,Los dem�s
8521.10.89.100D,"Superior a 12,65 mm (R.2506/93 ANA)"
8521.10.89.900X,Los dem?s
8521.10.90.000P,"Los dem?s, para cintas de anchura superior    o igual a 19,05 mm (3/4"")"
8521.90.00,-Los demas
8521.90.00.200A,"Grabador-reproductor y editor de imagen y sonido, en disco, por medio magnetico, optico u optomagnetico"
8521.90.00.900N,Los demas
85.22,"PARTES Y ACCESORIOS IDENTIFICABLES COMO DESTINADOS, EXCLUSIVA O PRINCIPALMENTE, A LOS APARATOS DE LAS PARTIDAS 85.19 U 85.21."
8522.10.00.000V,-C?psulas fonocaptoras
8522.90.00,-Los demas
8522.90.00.100N,Partes (R.909/94 MEOSP)
8522.90.00.900G,Los demas
85.23,"DISCOS, CINTAS, DISPOSITIVOS DE ALMACENAMIENTO PERMANENTE DE DATOS A BASE DE SEMICONDUCTORES, TARJETAS INTELIGENTES (�SMART CARDS�) Y DEM�S  SOPORTES PARA GRABAR SONIDO O GRABACIONES AN�LOGAS, GRABADOS O NO,INCLUSO LAS MATRICES Y MOLDES GALV�NICOS PARA FABRICACI�N DE DISCOS,  EXCEPTO LOS PRODUCTOS DEL CAP�TULO 37."
8523.2,-Soportes magn�ticos:
8523.21,--Tarjetas con banda magn�tica incorporada
8523.21.10,Sin grabar
8523.21.10.100E,De pl?stico
8523.21.10.900Y,Las dem?s
8523.21.20,Grabadas
8523.21.20.100P,De pl?stico
8523.21.20.900H,Las dem?s
8523.29,--Los dem�s
8523.29.1,Discos magn�ticos
8523.29.11.000C,De los tipos utilizados en unidades de    discos r?gidos
8523.29.19,Los dem�s
8523.29.19.100U,"Discos opto-magn?ticos, sin grabar"
8523.29.19.900M,Los dem?s
8523.29.90,Los demas
8523.29.90.100D,"Cuyo contenido se encuentre comprendido en el articulo 7, inciso a) de la Ley de IVA"
8523.29.90.900X,Los demas
8523.4,-Soportes �pticos:
8523.41,--Sin grabar
8523.41.10,Discos para sistemas de lectura por rayos     l�ser con posibilidad de ser grabados s�lo una     vez
8523.41.10.100H,Con capacidad inferior o igual a 850 Mb       (CD-R)
8523.41.10.9,Los dem�s
8523.41.10.910E,"De 25 GB de capacidad (BD-R, Blu-ray)"
8523.41.10.990F,Los dem?s
8523.41.90.000F,Los dem?s
8523.49,--Los dem�s
8523.49.10,Exclusivamente con sonido
8523.49.10.300P,"Cuyo contenido se encuentre comprendido en el articulo 7, inciso a) de la Ley de IVA"
8523.49.10.900X,Los demas
8523.49.20.000H,Para reproducir fen?menos distintos del sonido     o imagen
8523.49.90,Los dem?s
8523.49.90.500D,"Cuyo contenido se encuentre comprendido en el articulo 7, inciso a) de la Ley de IVA"
8523.49.90.900A,Los demas
8523.5,-Soportes semiconductores:
8523.51,--Dispositivos de almacenamiento permanente de   datos a base de semiconductores
8523.51.10.000R,Tarjetas de memoria (?memory cards?)
8523.51.90.000V,Los dem?s
8523.52,--Tarjetas inteligentes    (?smart cards?)
8523.52.10,Tarjetas y etiquetas de activaci?n por    proximidad
8523.52.10.100J,"Caravana, de los tipos utilizados para la          identificaci?n de animales."
8523.52.10.900C,Las dem?s.
8523.52.90,Las demas
8523.52.90.100M,De material pl?stico con tira magn?tica       incorporada
8523.52.90.200T,"Las dem?s, de pl?stico"
8523.52.90.900F,Las dem?s
8523.59.00.000C,--Los demas
8523.80.00.000M,-Los dem?s
85.24,"MODULOS DE VISUALIZACION (<DISPLAY>) DE PANTALLA PLANA, INCLUSO QUE INCORPOREN PANTALLAS TACTILES."
8524.1,-Sin controladores (<drivers>) ni circuitos de control:
8524.11.00.000U,--De cristal liquido
8524.12.00.000F,--De diodos emisores de luz organicos (OLED)
8524.19.00.000P,--Los demas
8524.9,-Los demas:
8524.91.00.000G,--De cristal liquido
8524.92.00.000U,--De diodos emisores de luz organicos (OLED)
8524.99.00.000C,--Los demas
85.25,"APARATOS EMISORES DE RADIODIFUSION O TELEVISION, INCLUSO CON APARATO RECEPTOR O DE GRABACION O REPRODUCCION DE SONIDO INCORPORADO; CAMARAS DE TELEVISION, CAMARAS DIGITALES Y VIDEOCAMARAS."
8525.50,-Aparatos emisores
8525.50.1,De radiodifusi�n
8525.50.11.000Z,"Con modulaci?n en amplitud por c?digo o ancho     de pulso, totalmente a semiconductores y de     potencia de salida superior a 10 KW"
8525.50.19.000K,Los dem?s
8525.50.2,De televisi�n
8525.50.21.000J,De frecuencia superior a 7 GHz
8525.50.22.000R,"En banda UHF, de frecuencia superior o igual a 2,0 GHz pero inferior o igual a 2,7 GHz, y de potencia de salida superior o igual a 10 W, pero inferior o igual a 100 W"
8525.50.23.000Z,"En banda UHF, de potencia de salida     superior a 10 KW"
8525.50.24.000G,"En banda VHF, de potencia de salida superior a     20 KW"
8525.50.29.000V,Los dem?s
8525.60,-Aparatos emisores con aparato receptor  incorporado
8525.60.10.000F,De radiodifusi?n
8525.60.20.000Q,"De televisi?n, de frecuencia superior a     7 GHz"
8525.60.90,Los dem�s
8525.60.90.100P,"Para televisi?n por cable, con puerto ""USB""        y ""Ethernet"" de los tipos utilizados para          transmitir-recibir datos (""cablemodems"")"
8525.60.90.900H,Los dem?s
8525.8,"-Camaras de television, camaras digitales y videocamaras:"
8525.81.00.000L,"--Ultrarrapidas, especificadas en la Nota 1 de subpartida de este Capitulo"
8525.82.00.000Y,"--Las demas, resistentes a radiaciones, especificadas en la Nota 2 de subpartida de este Capitulo"
8525.83.00.000K,"--Las demas, de vision nocturna, especificadas en la Nota 3 de subpartida de este Capitulo"
8525.89,--Las demas
8525.89.1,Camaras de television
8525.89.11.000Z,Con tres o mas captores de imagen
8525.89.12.000G,"Con sensor de imagen basado en semiconductores tipo CCD, de mas de 490 x 580 pixeles activos, sensibles a intensidades de iluminacion inferiores a 0,20 lux"
8525.89.13.000P,"Con sensor de imagen basado en semiconductores tipo CMOS, de mas de 490 x 580 pixeles activos, sensibles a intensidades de iluminacion inferiores a 0,20 lux"
8525.89.14.000X,"Las demas para captar imagenes exclusivamente en el espectro infrarrojo con longitud de onda superior o igual a 2 micrometros (micras, micrones)* pero inferior o igual a 14 micrometros (micras, micrones)*"
8525.89.19,Las demas
8525.89.19.100Q,De los tipos utilizados con instrumentos o       aparatos de diagn?stico o cirug?a       endosc?pica
8525.89.19.200W,Camara posterior para estacionamiento de vehiculos automoviles
8525.89.19.9,Las demas
8525.89.19.910M,Con sensor de imagen basado en semiconductores tipo CMOS
8525.89.19.990N,Las demas
8525.89.2,C?maras digitales y videoc?maras
8525.89.21,Con tres o m?s captores de imagen
8525.89.21.100P,Con m?ltiples salidas de audio y video con         conectores BNC
8525.89.21.900H,Las dem?s
8525.89.22.000R,"Las demas para captar imagenes exclusivamente en el espectro infrarrojo con longitud de onda superior o igual a 2 micrometros (micras, micrones)* pero inferior o igual a 14 micrometros (micras, micrones)*"
8525.89.29,Las dem?s
8525.89.29.2,"C?maras digitales que s?lo registren im?ge-        nes fijas, incluso si cuentan con limitada        capacidad de registro de se?ales de video"
8525.89.29.210J,"De foco ajustable, sin su objetivo"
8525.89.29.290K,Las dem?s
8525.89.29.300L,Con m?ltiples salidas de audio y video con        conectores BNC
8525.89.29.400R,"Videocamaras, de los tipos utilizados en espejos retrovisores de vehiculos automoviles"
8525.89.29.900U,Las dem?s
85.26,"APARATOS DE RADAR, RADIONAVEGACI�N O RADIOTELEMANDO."
8526.10.00,-Aparatos de radar
8526.10.00.100Z,Cinemometros de efecto Doppler
8526.10.00.900T,Los dem?s
8526.9,-Los dem�s:
8526.91.00,--Aparatos de radionavegaci�n
8526.91.00.100Z,Aparatos receptores de sistema de       posicionamiento global (GPS)
8526.91.00.200E,"Aparatos emisores con receptor incorporado       que operen en la banda de 457kHZ, de los       tipos utilizados para radiodetecci?n"
8526.91.00.900T,Los dem?s
8526.92.00.000F,--Aparatos de radiotelemando
85.27,"APARATOS RECEPTORES DE RADIODIFUSI�N, INCLUSO COMBINADOS EN LA MISMA ENVOLTURA CON GRABADOR O REPRODUCTOR DE SONIDO O CON RELOJ."
8527.1,-Aparatos receptores de radiodifusi�n que puedan  funcionar sin fuente de energ�a exterior:
8527.12.00.000L,--Radiocasetes de bolsillo
8527.13.00.000Y,--Los dem?s aparatos combinados con grabador o   reproductor de sonido
8527.19.00,--Los dem?s
8527.19.00.100A,Productos alcanzados por la Res. 163/2005        SCT
8527.19.00.900U,Los dem?s
8527.2,"-Aparatos receptores de radiodifusion que solo funcionen con fuente de energia exterior, de los tipos utilizados en vehiculos automoviles:"
8527.21.00.000N,--Combinados con grabador o reproductor de sonido
8527.29.00.000J,--Los demas
8527.9,-Los dem�s:
8527.91.00,--Combinados con grabador o reproductor de sonido
8527.91.00.100T,De potencia inferior o igual a 15 W RMS
8527.91.00.200Y,De potencia superior a 15 W RMS pero       inferior o igual a 60 W RMS
8527.91.00.300D,De potencia superior a 60 W RMS pero       inferior o igual a 240 W RMS
8527.91.00.400J,De potencia superior a 240 W RMS pero inferior o igual 600 W RMS
8527.91.00.500P,De potencia superior a 600 W RMS pero inferior o igual 1000 W RMS
8527.91.00.600V,De potencia superior a 1000 W RMS pero inferior o igual 2000 W RMS
8527.91.00.700A,De potencia superior a 2000 W RMS pero inferior o igual 3000 W RMS
8527.91.00.900L,Los dem?s
8527.92.00.000Z,"--Sin combinar con grabador o reproductor de   sonido, pero combinados con reloj"
8527.99,--Los dem�s
8527.99.10.000T,Amplificador con sintonizador
8527.99.90.000W,Los dem?s
85.28,"MONITORES Y PROYECTORES, QUE NO INCORPOREN APARATO RECEPTOR DE TELEVISI�N; APARATOS RECEPTORES DE TELEVISI�N, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSI�N O DE GRABACI�N O REPRODUCCI�N DE SONIDO O IMAGEN INCORPORADO."
8528.4,-Monitores con tubo de rayos cat�dicos:
8528.42.00.000X,--Aptos para ser conectados directamente y   dise?ados para ser utilizados con una m?quina   autom?tica para tratamiento o procesamiento de   datos de la partida 84.71
8528.49,--Los dem�s
8528.49.30.000K,"Policromaticos, con dispositivos de seleccion de barrido (<underscanning>) y de retardo de sincronismo horizontal y vertical (<H/V delay> o <pulse cross>)"
8528.49.90.000U,Los demas
8528.5,-Los dem�s monitores:
8528.52.00,--Aptos para ser conectados directamente y   dise?ados para ser utilizados con una m?quina   autom?tica para tratamiento o procesamiento de   datos de la partida 84.71
8528.52.00.100R,Monocromaticos
8528.52.00.200X,Policromaticos
8528.59.00,--Los dem?s
8528.59.00.3,Policromaticos
8528.59.00.310P,Con multiples salidas de audio y video con conectores BNC
8528.59.00.320T,"Portatiles, con reproductor de DVD incorporado"
8528.59.00.390Q,Los demas
8528.59.00.900U,Los dem?s
8528.6,-Proyectores:
8528.62.00.000A,--Aptos para ser conectados directamente y dise?ados para ser utilizados con una m?quina autom?tica para tratamiento o procesamiento de datos de la partida 84.71
8528.69,--Los dem�s
8528.69.10.000U,Con tecnolog?a de dispositivo digital de    microespejos (?Digital Micromirror Device? -    DMD)
